accuracy,precision,recall,fscore,support,AP,AP50,AP75,TP,FP,FN
0.8556701030927835,0.8849821428571427,0.9622953138815207,0.921267961951022,172,0.7604716673933087,0.9433817340661198,0.8902434744271938,166,22,6
