accuracy,precision,recall,fscore,support,AP,AP50,AP75,TP,FP,FN
0.7681159420289855,0.8269949987496874,0.9131210292289753,0.8618119037164185,172,0.6287272614219743,0.8711026562063452,0.7887092381226557,159,35,13
