accuracy,precision,recall,fscore,support,AP,AP50,AP75,TP,FP,FN
0.8315789473684211,0.8815283567007706,0.9054096541472854,0.8927645065667219,172,0.6517511189226768,0.8766882226096395,0.8381453775858455,158,18,14
