,precision,recall,f1-score,TP,FP,FN
canario_do_amazonas,0.9655172413793104,0.9655172413793104,0.9655172413793104,56,2,2
chupim,0.9,0.9230769230769231,0.9113924050632911,36,4,3
rolinha,0.9230769230769231,0.8888888888888888,0.9056603773584906,24,2,3
sanhaco_da_amazonia,0.8333333333333334,0.8695652173913043,0.851063829787234,20,4,3
sanhaco_do_coqueiro,0.7857142857142857,0.88,0.830188679245283,22,6,3
