accuracy,precision,recall,fscore,support,AP,AP50,AP75,TP,FP,FN
0.8298969072164949,0.876518847006652,0.9334718452739443,0.9028362122563728,172,0.6798903339070395,0.9162444420016073,0.8278162144524546,161,22,11
