,precision,recall,f1-score,TP,FP,FN
canario_do_amazonas,0.9166666666666666,0.9482758620689655,0.9322033898305084,55,5,3
chupim,0.8780487804878049,0.9230769230769231,0.9,36,5,3
rolinha,0.8666666666666667,0.9629629629629629,0.912280701754386,26,4,1
sanhaco_da_amazonia,0.9545454545454546,0.9130434782608695,0.9333333333333332,21,1,2
sanhaco_do_coqueiro,0.7666666666666667,0.92,0.8363636363636363,23,7,2
