accuracy,precision,recall,fscore,support,AP,AP50,AP75,TP,FP,FN
0.6966824644549763,0.7727823134719686,0.8369196256572569,0.8009588377031278,172,0.5634539460229806,0.797294295403601,0.7058278964539701,147,39,25
