accuracy,precision,recall,fscore,support,AP,AP50,AP75,TP,FP,FN
0.4187192118226601,0.5968650613357565,0.41800943972458204,0.41913163845481405,172,0.2433141920331814,0.4028803043286642,0.24849678439580244,85,31,87
