accuracy,precision,recall,fscore,support,AP,AP50,AP75,TP,FP,FN
0.8534031413612565,0.8979528535980149,0.944032223204637,0.9198443780325221,172,0.6968575567725926,0.927461349581702,0.858666146915453,163,19,9
