,precision,recall,f1-score,TP,FP,FN
canario_do_amazonas,0.9344262295081968,0.9827586206896551,0.9579831932773109,57,4,1
chupim,0.9459459459459459,0.8974358974358975,0.9210526315789475,35,2,4
rolinha,0.8709677419354839,1.0,0.9310344827586207,27,4,0
sanhaco_da_amazonia,0.9166666666666666,0.9565217391304348,0.9361702127659574,22,2,1
sanhaco_do_coqueiro,0.7931034482758621,0.92,0.851851851851852,23,6,2
