accuracy,precision,recall,fscore,support,AP,AP50,AP75,TP,FP,FN
0.8631578947368421,0.892222006466431,0.9513432514511975,0.9196184744465377,172,0.7111446407911467,0.9411561814128895,0.867762889064754,164,18,8
