accuracy,precision,recall,fscore,support,AP,AP50,AP75,TP,FP,FN
0.7889447236180904,0.8508534080298785,0.910983790156204,0.875831096280576,172,0.6779047651664393,0.8874110690791648,0.8393176332103789,157,27,15
