accuracy,precision,recall,fscore,support,AP,AP50,AP75,TP,FP,FN
0.8489583333333334,0.8869868701082126,0.9374966021262873,0.9108803005904453,172,0.7042787263045194,0.9133941540081045,0.8667373299984906,163,20,9
