,precision,recall,f1-score,TP,FP,FN
canario_do_amazonas,0.9193548387096774,0.9827586206896551,0.95,57,5,1
chupim,0.8809523809523809,0.9487179487179487,0.9135802469135802,37,5,2
rolinha,0.9629629629629629,0.9629629629629629,0.9629629629629629,26,1,1
sanhaco_da_amazonia,0.9130434782608695,0.9130434782608695,0.9130434782608695,21,2,2
sanhaco_do_coqueiro,0.7586206896551724,0.88,0.8148148148148148,22,7,3
