filename,loss_total,loss_bbox,loss_cls,loss_rpn_bbox,loss_rpn_cls
350.jpg,0.6361200856758806,0.4501253068447113,0.16246604919433594,0.022603671299293637,0.0009250583375397525
796.jpg,0.49528142377948825,0.2966002821922302,0.17686672508716583,0.017972518922761083,0.0038418975773311104
855.jpg,0.46948199662710977,0.15882182121276855,0.2978248596191406,0.010278260102495551,0.0025570556927050347
478.jpg,0.3947558617874076,0.2644885778427124,0.11671088635921478,0.01316537195816636,0.00039102562731407886
557.jpg,0.3877969087006363,0.21042317152023315,0.16529200971126556,0.011691960506141186,0.00038976696299641844
712.jpg,0.37469271316103914,0.2409306913614273,0.1209297776222229,0.01232637686189264,0.0005058673154962889
473.jpg,0.3538422266548764,0.1514347940683365,0.19104671478271484,0.010839455761015415,0.000521262042809667
566.jpg,0.3516651295901738,0.19629427790641785,0.1447400003671646,0.0088880006223917,0.0017428506941996602
828.jpg,0.3502395386270134,0.23613899946212769,0.10295988619327545,0.01090102270245552,0.00023963026915474472
300.jpg,0.3483164151892879,0.205359548330307,0.13077926635742188,0.011792225064709783,0.0003853754368492446
260.jpg,0.33487177167808113,0.23417986929416656,0.0936884731054306,0.0066597373224794865,0.0003436919560044771
594.jpg,0.33337844830907604,0.24870091676712036,0.0754646509885788,0.009096263209357858,0.00011661734401902102
129.jpg,0.3289606071439266,0.16517207026481628,0.14802409708499908,0.011799336527474225,0.003965103266637016
734.jpg,0.3188935435171558,0.16758786141872406,0.13325263559818268,0.015186283737421036,0.0028667627628280457
150.jpg,0.31647476707479427,0.1965114176273346,0.1109791100025177,0.008731652749702334,0.0002525866952396427
857.jpg,0.28161602914826744,0.17556101083755493,0.09543847292661667,0.010325364768505096,0.00029118061559074704
937.jpg,0.27769690451798734,0.16432633996009827,0.09432527422904968,0.01800331100821495,0.001041979320624442
839.jpg,0.2721414190917244,0.14248710870742798,0.10630472749471664,0.011205199407413602,0.012144383482166177
579.jpg,0.24873579195323714,0.1117885410785675,0.12728996574878693,0.007044989382848144,0.002612295743034565
56.jpg,0.23002071049677397,0.15837666392326355,0.06470851600170135,0.006560616660863161,0.00037491391094590654
40.jpg,0.22097609023532527,0.13942797482013702,0.07043745368719101,0.010953890858218074,0.00015677086977916588
662.jpg,0.2167016778598736,0.0871596485376358,0.12641677260398865,0.0024578513111919165,0.0006674054070572311
806.jpg,0.2058045429930644,0.14506720006465912,0.05279193073511124,0.0070458389818668365,0.0008995732114271959
666.jpg,0.2052424683855385,0.09285295754671097,0.10670650750398636,0.002847204217687249,0.0028357991171539254
233.jpg,0.20096496621408733,0.1456230878829956,0.04979650676250458,0.0054421634413301945,0.0001032081272569485
450.jpg,0.19014387507866104,0.049387767910957336,0.1388457715511322,0.00181866018101573,9.16754355557714e-05
154.jpg,0.18752980282146936,0.11600491404533386,0.06287771463394165,0.007989991456270218,0.0006571826859236296
661.jpg,0.18427465294996637,0.115700364112854,0.06071385741233826,0.00720393389929086,0.0006564975254832461
247.jpg,0.1839990476400999,0.12287664413452148,0.05420907586812973,0.004665279644541442,0.0022480479929072317
65.jpg,0.1822917019654966,0.11807580292224884,0.06266762316226959,0.001493771793320775,5.450408765739212e-05
