accuracy,precision,recall,fscore,support,AP,AP50,AP75,TP,FP,FN
0.8670212765957447,0.9144326923076923,0.939480499066706,0.926001501431795,172,0.6960495935974851,0.927974340350578,0.8647743659286128,163,16,9
