filename,loss_total,loss_bbox,loss_cls,loss_rpn_bbox,loss_rpn_cls
350.jpg,0.7422115648087129,0.48449787497520447,0.22636380791664124,0.030673272907733917,0.0006766090091332444
855.jpg,0.6130206417019508,0.22120364010334015,0.3833487331867218,0.007707477547228336,0.000760790864660521
473.jpg,0.48418779551290925,0.16252776980400085,0.31472718715667725,0.006646499736234546,0.0002863388159966007
796.jpg,0.4617733668333699,0.271834135055542,0.1744546741247177,0.014903410337865353,0.0005811473152448343
734.jpg,0.40527000516495804,0.20349349081516266,0.19153805077075958,0.007800476159900427,0.002437987419135368
557.jpg,0.40392499160020634,0.21207773685455322,0.1849806010723114,0.006517286412417889,0.0003493672609238274
478.jpg,0.37945813883332935,0.23313656449317932,0.12880541384220123,0.013165500422473997,0.004350660075474799
566.jpg,0.3779742761786338,0.25465089082717896,0.11025668680667877,0.012045491952449083,0.001021206592326962
150.jpg,0.3599318208005684,0.24629899859428406,0.099130779504776,0.013702472671866417,0.0007995700296419272
828.jpg,0.35744197400305566,0.2095494121313095,0.14060702919960022,0.006627767346799374,0.0006577653253465598
712.jpg,0.3383323036361361,0.24021193385124207,0.09088899940252304,0.006584076560102403,0.0006472938222685798
594.jpg,0.313179113952458,0.21658334136009216,0.07915597409009933,0.005926763406023383,0.01151303509624313
40.jpg,0.3056645027010063,0.19443020224571228,0.10409536957740784,0.006908234674483538,0.00023069620340265828
857.jpg,0.2968889414021305,0.20215189456939697,0.08897460997104645,0.005597816314548254,0.00016462054713883845
129.jpg,0.29574027701517025,0.1827375888824463,0.10479430854320526,0.0074073066061828285,0.000801072983335871
839.jpg,0.295078076651464,0.18607564270496368,0.09931208938360214,0.0069642215967178345,0.0027261229661803554
806.jpg,0.28782399650867774,0.15651825070381165,0.11549250781536102,0.015608472749590874,0.00020476523991419526
666.jpg,0.27919144628822323,0.14861595630645752,0.12433335930109024,0.005939104477874935,0.00030302620280053816
300.jpg,0.2769614636993296,0.16049908101558685,0.10780364274978638,0.00844491133466363,0.00021382859929275355
247.jpg,0.2571152591553698,0.16943085193634033,0.07944390177726746,0.00776189542375505,0.0004786100180069752
661.jpg,0.24491796535273913,0.15134160220623016,0.08998102694749832,0.0032870392315089703,0.00030829696750167557
260.jpg,0.2129972751281457,0.1291971504688263,0.07575634866952896,0.006915435427799821,0.0011283405619906262
851.jpg,0.2005506829746082,0.11478084325790405,0.07352139055728912,0.006149292457848787,0.006099156701566244
662.jpg,0.19583789799114415,0.06508386135101318,0.12391480803489685,0.0065870985854417086,0.000252130019792407
229.jpg,0.18992025329919215,0.1167776957154274,0.053970497101545334,0.017757865134626627,0.0014141953475927949
154.jpg,0.18648359818496374,0.12804418802261353,0.049009937793016434,0.009026342537254095,0.000403129832079685
56.jpg,0.18600683081635339,0.1140366718173027,0.0636734664440155,0.00708572962321341,0.0012109629318217685
579.jpg,0.18123034358543322,0.09244141727685928,0.07990702986717224,0.008430093061178923,0.00045180338022277056
86.jpg,0.1811555540451124,0.1034964919090271,0.07275015860795975,0.004745364189147949,0.00016353933897761408
233.jpg,0.17889195983434547,0.11155522614717484,0.06207452714443207,0.004976262163836509,0.0002859443789020588
14.jpg,0.16086207913893968,0.10193106532096863,0.051319774240255356,0.007474243291653693,0.00013699628606200775
107.jpg,0.15529632591460496,0.10141734778881073,0.047431036829948425,0.006262943847104907,0.00018499744874089785
937.jpg,0.1551532253297978,0.1099974736571312,0.04084433615207672,0.0041047921404242516,0.00020662338016563808
34.jpg,0.15475232425637842,0.0975530818104744,0.054844118654727936,0.0022716893581673503,8.343443300873332e-05
474.jpg,0.15472068099455782,0.10878657549619675,0.04229714721441269,0.003546850522980094,9.010776096829431e-05
65.jpg,0.1496127919610366,0.09845082461833954,0.04649034142494202,0.004547955235466361,0.00012367068228869016
21.jpg,0.1407726690425335,0.05566469579935074,0.08325136452913284,0.0017739078029990196,8.27009110508925e-05
703.jpg,0.138355058727484,0.10136908292770386,0.031200895085930824,0.005660225637257099,0.00012485507659221184
89.jpg,0.12223518179962367,0.07569427788257599,0.03767414018511772,0.006178257986903191,0.00268850574502677
54.jpg,0.12057045647384257,0.06608933955430984,0.050316162407398224,0.003944755473639816,0.00022019903849468392
562.jpg,0.11339537130743338,0.058795806020498276,0.05216788128018379,0.002186179393902421,0.00024550461284889025
232.jpg,0.11195946955896119,0.06779739260673523,0.04037431627511978,0.003577156108804047,0.0002106045683021307
70.jpg,0.10824585555724164,0.06830696016550064,0.03816905990242958,0.0017138581024482846,5.597738686313747e-05
243.jpg,0.10574488292115802,0.06833922117948532,0.03306591510772705,0.004183710087090731,0.00015603654685492074
226.jpg,0.10338521186167782,0.07293626666069031,0.025728849694132805,0.004496492445468903,0.000223603061385802
646.jpg,0.09704547554365917,0.05979618802666664,0.03315990790724754,0.0026076555368490517,0.0014817240728959291
217.jpg,0.09616796207296652,0.04322301596403122,0.05168856680393219,0.0008287259261123836,0.0004276533788907244
711.jpg,0.09491834660236265,0.0706627294421196,0.018014058470726013,0.006207992322742939,3.356636677409597e-05
328.jpg,0.09208256687911387,0.05590858310461044,0.03221412003040314,0.003816892160102725,0.00014297158399756427
586.jpg,0.09023414534829022,0.04180794209241867,0.04707033187150955,0.001193723757751286,0.00016214762661070914
922.jpg,0.089934362380518,0.058276332914829254,0.030049946159124374,0.0014109358889982104,0.00019714741756615695
781.jpg,0.08929526256414455,0.06103525310754776,0.027251141145825386,0.0009019654826261103,0.00010690282814529439
343.jpg,0.08668287799537211,0.06348148733377457,0.020799295976758003,0.002317814389243722,8.428029559581773e-05
265.jpg,0.08500615738017814,0.050778839737176895,0.03265286237001419,0.0015565245412290096,1.7930731758042384e-05
407.jpg,0.08390782653731499,0.055196840316057205,0.021064691245555878,0.0057146926410496235,0.0019316023346522826
244.jpg,0.08029892869262767,0.04858166724443436,0.028799593448638916,0.002872102311812341,4.556568774205516e-05
770.jpg,0.07435465884929382,0.04869694262742996,0.022533603012561798,0.003026946447789669,9.716676151239056e-05
522.jpg,0.07414507883853894,0.04870152845978737,0.02391885407269001,0.0011422985699027777,0.00038239773615877937
418.jpg,0.07371263882342305,0.04400268942117691,0.027519095689058304,0.0021385555155575275,5.2298197630307186e-05
117.jpg,0.06814791064189762,0.04691655933856964,0.018200978636741638,0.0022330302745103836,0.0007973423920759615
884.jpg,0.06684209223307391,0.046376653015613556,0.018724694848060608,0.0016450975090265274,9.56468603732219e-05
305.jpg,0.06550632461690498,0.03002556599676609,0.03321923688054085,0.002230752259492874,3.076948010516389e-05
340.jpg,0.0638448303805923,0.04948742315173149,0.01175813190639019,0.0025146992411464453,8.457608132417249e-05
483.jpg,0.062271380480524385,0.03540050610899925,0.023256687447428703,0.0034476807340979576,0.0001665061899984721
846.jpg,0.0620150107810602,0.039546601474285126,0.02056831121444702,0.001818214077502489,8.188401482556174e-05
864.jpg,0.05896599961116067,0.03464595973491669,0.020253974944353104,0.003952371887862682,0.0001136930440281958
338.jpg,0.05858488331773515,0.0405103899538517,0.016590462997555733,0.0014495374634861946,3.4492902841520845e-05
707.jpg,0.05257632133529455,0.03486531600356102,0.01623409055173397,0.0012961638858541846,0.00018075089414537615
192.jpg,0.052314784302581074,0.020638128742575645,0.030877988785505295,0.0005787176778540015,0.0002199490966461326
484.jpg,0.05229443316600424,0.026573533192276955,0.019391480833292007,0.005942274816334248,0.0003871443241010297
327.jpg,0.05074737898786452,0.03301817923784256,0.014646276831626892,0.0029712356626987457,0.00011168725569632443
115.jpg,0.050559543557016084,0.026531174778938293,0.02232375741004944,0.0016457524616271257,5.885890640122682e-05
146.jpg,0.04925011979686622,0.032792627811431885,0.015220992267131805,0.001198398764245212,3.8100954057318503e-05
450.jpg,0.04866490475730245,0.025255586951971054,0.020567161962389946,0.0027880705893039703,5.40852536374814e-05
767.jpg,0.04810151166064092,0.03391801565885544,0.01192204374819994,0.0007492336444556713,0.0015122186091298673
537.jpg,0.04702815203164423,0.026275571435689926,0.01942073553800583,0.0009378832764923573,0.00039396178145612026
102.jpg,0.0451975839456793,0.031410086899995804,0.011634820140898228,0.0021228292025625706,2.984770222269617e-05
