accuracy,precision,recall,fscore,support,AP,AP50,AP75,TP,FP,FN
0.8677248677248677,0.9043378666966394,0.9491671087533156,0.9260303030303032,172,0.7163575401938718,0.9324510008442836,0.8585159249480301,164,17,8
