accuracy,precision,recall,fscore,support,AP,AP50,AP75,TP,FP,FN
0.8010204081632653,0.8575705994455994,0.8963223174737418,0.8748934438352529,172,0.6488880624292694,0.8722996291053289,0.8208630503151534,157,24,15
