,precision,recall,f1-score,TP,FP,FN
canario_do_amazonas,0.890625,0.9827586206896551,0.9344262295081966,57,7,1
chupim,0.9459459459459459,0.8974358974358975,0.9210526315789475,35,2,4
rolinha,0.8846153846153846,0.8518518518518519,0.8679245283018868,23,3,4
sanhaco_da_amazonia,0.8333333333333334,0.8695652173913043,0.851063829787234,20,4,3
sanhaco_do_coqueiro,0.7333333333333333,0.88,0.8,22,8,3
