accuracy,precision,recall,fscore,support,AP,AP50,AP75,TP,FP,FN
0.8497409326424871,0.8910838023764853,0.9452012967875036,0.9157259191249849,172,0.7122258050062189,0.9376655932135618,0.878782811754484,164,21,8
