accuracy,precision,recall,fscore,support,AP,AP50,AP75,TP,FP,FN
0.803030303030303,0.8489151654356573,0.9170801607743136,0.8802424098089734,172,0.6738720341270177,0.8869601533856221,0.8432644459934716,159,26,13
