,precision,recall,f1-score,TP,FP,FN
canario_do_amazonas,0.9180327868852459,0.9655172413793104,0.9411764705882353,56,5,2
chupim,0.8974358974358975,0.8974358974358975,0.8974358974358975,35,4,4
rolinha,0.8928571428571429,0.9259259259259259,0.9090909090909091,25,3,2
sanhaco_da_amazonia,0.88,0.9565217391304348,0.9166666666666666,22,3,1
sanhaco_do_coqueiro,0.65625,0.84,0.736842105263158,21,11,4
