,precision,recall,f1-score,TP,FP,FN
canario_do_amazonas,0.9344262295081968,0.9827586206896551,0.9579831932773109,57,4,1
chupim,0.8809523809523809,0.9487179487179487,0.9135802469135802,37,5,2
rolinha,0.9642857142857143,1.0,0.9818181818181818,27,1,0
sanhaco_da_amazonia,0.8846153846153846,1.0,0.9387755102040816,23,3,0
sanhaco_do_coqueiro,0.6875,0.88,0.7719298245614036,22,10,3
