accuracy,precision,recall,fscore,support,AP,AP50,AP75,TP,FP,FN
0.8512820512820513,0.8703559418723353,0.9622953138815207,0.9128173913549116,172,0.7405120860303118,0.9452264460107289,0.9019158298032195,166,23,6
