,precision,recall,f1-score,TP,FP,FN
canario_do_amazonas,0.9193548387096774,0.9827586206896551,0.95,57,5,1
chupim,0.8837209302325582,0.9743589743589743,0.9268292682926831,38,5,1
rolinha,0.896551724137931,0.9629629629629629,0.9285714285714286,26,3,1
sanhaco_da_amazonia,0.84,0.9130434782608695,0.8749999999999999,21,4,2
sanhaco_do_coqueiro,0.7586206896551724,0.88,0.8148148148148148,22,7,3
