accuracy,precision,recall,fscore,support,AP,AP50,AP75,TP,FP,FN
0.8367346938775511,0.8596496365470678,0.9426248072544924,0.8990431023357853,172,0.7078342457813219,0.925783937692319,0.8593844197558692,164,24,8
