accuracy,precision,recall,fscore,support,AP,AP50,AP75,TP,FP,FN
0.868421052631579,0.9043103448275861,0.9565678357402495,0.9293925730491409,172,0.7132975987797526,0.941667929511592,0.8865076078632196,165,18,7
