accuracy,precision,recall,fscore,support,AP,AP50,AP75,TP,FP,FN
0.873015873015873,0.8993435283599217,0.9571671087533156,0.9267877756395999,172,0.7529302065712182,0.9459346658431779,0.8850738068903329,165,17,7
