accuracy,precision,recall,fscore,support,AP,AP50,AP75,TP,FP,FN
0.726027397260274,0.7770612002376709,0.9095535821832673,0.8325972689621313,172,0.6234150495693175,0.8718451717250391,0.7628320616619133,159,47,13
