,precision,recall,f1-score,TP,FP,FN
canario_do_amazonas,0.8382352941176471,0.9827586206896551,0.9047619047619048,57,11,1
chupim,0.8181818181818182,0.9230769230769231,0.8674698795180724,36,8,3
rolinha,0.8888888888888888,0.8888888888888888,0.8888888888888888,24,3,3
sanhaco_da_amazonia,0.84,0.9130434782608695,0.8749999999999999,21,4,2
sanhaco_do_coqueiro,0.5,0.84,0.6268656716417911,21,21,4
