accuracy,precision,recall,fscore,support,AP,AP50,AP75,TP,FP,FN
0.6045454545454545,0.7380317825529215,0.7828949627750228,0.7588809227521771,172,0.5289599548272755,0.6903553886050593,0.641432171681826,133,48,39
