accuracy,precision,recall,fscore,support,AP,AP50,AP75,TP,FP,FN
0.8663101604278075,0.9217521367521367,0.9353365710307239,0.9279708636649519,172,0.6903519197364695,0.924132599846853,0.827382748451773,162,15,10
