,precision,recall,f1-score,TP,FP,FN
canario_do_amazonas,0.8888888888888888,0.9655172413793104,0.9256198347107438,56,7,2
chupim,0.925,0.9487179487179487,0.9367088607594937,37,3,2
rolinha,0.9615384615384616,0.9259259259259259,0.9433962264150944,25,1,2
sanhaco_da_amazonia,0.9166666666666666,0.9565217391304348,0.9361702127659574,22,2,1
sanhaco_do_coqueiro,0.9166666666666666,0.88,0.8979591836734694,22,2,3
